"player","position","team","bye","dstBlk","dstFumlRec","dstInt","dstPtsAllow","dstRetTd","dstSack","dstSafety","dstTd","fg","fg0019","fg0039","fg2029","fg3039","fg4049","fg50","fgAtt","fgMiss","fumbles","games","pass300","pass350","pass40","pass400","passAtt","passComp","passCompPct","passInc","passInt","passTds","passYds","rec","rec100","rec150","rec200","rec40","recTds","recYds","regTds","returnTds","returnYds","rush100","rush150","rush200","rush40","rushAtt","rushTds","rushYds","sacks","twoPts","xp","status","yahooId","fbgId","cbsId","foxId","fftId","birthdate","draftYear","mflId"
"Jay Cutler","QB","CHI",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298412698412698,1,,,0.6,,31.7973571428571,19.9374285714286,62.6857133571429,11.8599285714286,1.01515326778485,1.55621746674378,236.560786581839,0,0,0,0,0,0,0,,0,0,0,0,0,0,2.46378571428571,0.1,11.9960670908039,2.33493810178817,0,0,"ACT",7760,"CutlJa00",409102,3624,2608,"1983-04-29 01:00:00",2006,8252
"Owen Daniels","TE","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",7847,"DaniOw00",409170,3620,2637,"1982-11-09 00:00:00",2006,8339
"Vernon Davis","TE","WAS",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.17171428571429,,,,0,0.229207634470792,11.7688259109312,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",7755,"DaviVe00",409254,3665,2606,"1984-01-31 00:00:00",2006,8247
"Anthony Fasano","TE","TEN",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.56311858076564,,,,0,0.0305322128851541,6.82071428571429,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",7802,"FasaAn00",410446,3677,2620,"1984-04-20 01:00:00",2006,8294
"Bruce Gradkowski","QB","PIT",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",7943,"GradBr00",411598,3629,2668,"1983-01-27 00:00:00",2006,8435
"Derek Hagan","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,,,,,0,,0,"UFA",7831,"HagaDe00",411957,4668,,"1984-09-21 01:00:00",2006,8323
"Tarvaris Jackson","QB","SEA",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"UFA",7813,"JackTa00",1107218,3623,,"1983-04-21 01:00:00",2006,8305
"Greg Jennings","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",7801,"JennGr00",413737,3621,2619,"1983-09-21 01:00:00",2006,8293
"Marcedes Lewis","TE","JAC",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.01071428571429,,,,0,0.0766428571428572,13.2412955465587,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",7777,"LewiMa00",415313,3657,2612,"1984-05-19 01:00:00",2006,8269
"Brandon Marshall","WR","NYJ",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626517273576097,1,0,0,0,0,0,0,0,0,0,0,0,5.54114285714286,,,,0.2,0.523357142857143,73.6215153267785,,0,0.179917469050894,0,0,0,0,0,0,0,0,0,0,"ACT",7868,"MarsBr00",426135,3643,2646,"1984-03-23 01:00:00",2006,8360
"Delanie Walker","TE","TEN",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.50178571428571,,,,0.2,0.328571428571429,56.6288027761712,,0,0,0,0,0,0,0,0,0.0928977272727273,0,0,0,"ACT",7924,"WalkHu00",1109396,3683,2663,"1984-08-12 01:00:00",2006,8416
"Charlie Whitehurst","QB","IND",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,0,0,0,0.0449793672627235,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",7830,"WhitCh02",423552,3618,2628,"1982-08-06 01:00:00",2006,8322
"DeAngelo Williams","RB","PIT",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,2.63135714285714,0,0,0,0,0.232446500867554,19.8930595720069,,0,0,,,,0.1,16.0975,0.697744360902256,72.2923076923077,0,0,0,"ACT",7776,"WillDe02",423714,3675,2611,"1983-04-25 01:00:00",2006,8268
"Kris Durham","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,,,,,0,,0,"ACT",24894,"DurhKr00",1823343,3842,,"1988-03-17 01:00:00",2011,10356
"Richard Gordon","TE","BAL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",24968,"GordRi00",1823814,3851,,"1987-06-07 01:00:00",2011,10414
"David Ausberry","TE","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,,,,,0,,0,"ACT",25028,"AusbDa00",1823779,3834,12095,"1987-09-25 01:00:00",2011,10464
"Phil Dawson","K","SF",8,0,0,0,0,0,0,0,0,1.12971428571429,0,,0.378856145516717,0.310596314589666,0.273039323708207,0.167222501899696,1.49239940387481,0.197466467958271,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5355,"ACT",4269,"DawsPh44",12320,3600,1699,"1975-01-23 00:00:00",1998,3494
"Adam Vinatieri","K","IND",10,0,0,0,0,0,0,0,0,1.40985714285714,0.292417633467342,,0.414739870313212,0.369101370141194,0.340120922531963,0.165895948125285,1.59493293591654,0.0487332339791356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.973,"ACT",3727,"VinaAd44",1392,3597,1356,"1972-12-28 00:00:00",1996,2842
"Shayne Graham","K","FA",,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UFA",5854,"GrahSh44",289074,3611,,,,6475
"Tom Brady","QB","NE",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",5228,"BradTo00",187741,3603,1812,"1977-08-03 01:00:00",2000,5848
"Sebastian Janikowski","K","OAK",10,0,0,0,0,0,0,0,0,1.57321428571429,0,,0.593431192318381,0.555578780115008,0.369218189646988,0.207998158755025,1.70760059612519,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28471428571429,"ACT",5046,"JaniSe44",187389,3602,1752,"1978-03-02 00:00:00",2000,5666
"Michael Vick","QB","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"UFA",5448,"VickMi00",235253,3606,1926,"1980-06-26 01:00:00",2001,4891
"Steve Smith","WR","BAL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.20664285714286,,,,0.2,0.304,50.2221515326778,,0,0.404814305364512,0,0,0,0,0,0,0,0,0,0,"ACT",5521,"SmitSt01",235157,3610,1950,"1979-05-12 01:00:00",2001,4974
"Drew Brees","QB","NO",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469714285714286,1,,,0.9,,40.0305714285714,26.8342142857143,67.0233869285714,13.1963571428571,0.914921920185078,1.90335454019665,309.417177559283,0,0,0,0,0,0,0,,0,0,0,0,0,0,1.47235714285714,0.1,3.34916136495084,2.37510316368638,0.1,0,"ACT",5479,"BreeDr00",235197,3609,1937,"1979-01-15 00:00:00",2001,4925
"Matt Bryant","K","ATL",11,0,0,0,0,0,0,0,0,1.66114285714286,0,,0.703227001907429,0.410837010754993,0.451448770887062,0.221191268486893,2.15380029806259,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16192857142857,"ACT",6243,"BryaMa44",312308,3641,3045,"1975-05-29 01:00:00",2002,6789
"Shaun Hill","QB","MIN",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,9.51223155929038,6.35219421101774,69.3433154995332,3.16003734827264,0.258357142857143,0.491928571428572,101.479571428571,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.332586367880486,0,2.13985714285714,0.189958734525447,0,0,"ACT",6169,"HillSh00",303369,3640,2216,,,7194
"Billy Cundiff","K","FA",,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"CUT",6154,"CundBi44",303245,3639,2202,"1980-03-30 01:00:00",2002,6776
"Josh McCown","QB","CLE",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,,,0.4,,31.1892142857143,18.4243571428571,58.9948263571429,12.7648571428571,0.702197802197802,1.26015037593985,214.021052631579,0,0,0,0,0,0,0,,0,0,0,0,0,0,2.36028571428571,0.1,10.872990167727,2.06024759284732,0,0,"ACT",5967,"McCoJo01",302085,3612,2121,"1979-07-04 01:00:00",2002,6589
"Carson Palmer","QB","ARI",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269467787114846,1,,,0.7,,33.8908571428571,21.8137142857143,64.3199335714286,12.0771428571429,0.88582995951417,2.07137073452863,283.75980335454,0,0,0,0,0,0,0,,0,0,0,0,0,0,1.48478571428571,0.0480714285714286,1.8486986697513,2.07510316368638,0.1,0,"ACT",6337,"PalmCa00",396173,3644,2254,"1979-12-27 00:00:00",2003,6929
"Antonio Gates","TE","SD",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.28992857142857,,,,0.2,0.510931174089069,49.6673221515327,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",6663,"GateAn00",396811,3702,2373,"1980-06-18 01:00:00",2003,7236
"Tony Romo","QB","DAL",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",6624,"RomoTo00",396886,3701,2355,"1980-04-21 01:00:00",2003,7260
"Josh Brown","K","NYG",8,0,0,0,0,0,0,0,0,2.19478098788444,0,,0.636677655781677,0.740837599467841,0.688757627624759,0.205905530614194,2.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98956197576887,"ACT",6558,"BrowJo44",395934,3650,3055,"1979-04-29 01:00:00",2003,7150
"Andre Johnson","WR","TEN",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321195144724557,1,0,0,0,0,0,0,0,0,0,0,0,2.19585714285714,,,,0,0.333314054366686,27.7913823019086,,0,0.224896836313618,0,0,0,0,0,0,-0.0309659090909091,0,0,0,"ACT",6339,"JohnAn02",396162,3645,2256,"1981-07-11 01:00:00",2003,6931
"Anquan Boldin","WR","DET",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321195144724557,1,0,0,0,0,0,0,0,0,0,0,0,3.01821428571429,,,,0.1,0.228571428571429,41.9236552920763,,0,0.449793672627235,0,0,0,0,0,0,0.0619318181818182,0,0,0,"ACT",6390,"BoldAn00",395928,3646,2267,"1980-10-03 01:00:00",2003,6982
"Jason Witten","TE","DAL",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321195144724557,1,0,0,0,0,0,0,0,0,0,0,0,4.65792857142857,,,,0.1,0.328571428571429,43.9473684210526,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",6405,"WittJa00",396134,3647,2272,"1982-05-06 01:00:00",2003,6997
"Wes Welker","WR","LA",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.402556818181818,,,,0,0,3.59204545454545,,0,2.11403026134801,0,0,0,0,0,0,0,0,0,0,"UFA",7027,"WelkWe00",493735,3725,2430,"1981-05-01 01:00:00",2004,7653
"Steven Jackson","RB","NE",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.134938101788171,0,0,0,0,0,1.43933975240715,,0,0,,,,0,1.70921595598349,0.089958734525447,5.9372764786795,0,0,0,"UFA",6783,"JackSt00",492963,3711,3080,"1983-07-22 01:00:00",2004,7414
"Matt Schaub","QB","ATL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305322128851541,1,,,0,,0.703734827264239,0.420541549953315,65.7080615312792,0.283193277310924,0.0610644257703081,0,3.88942857142857,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.142577030812325,0,0.275070028011205,0.179917469050894,0,0,"ACT",6849,"SchaMa00",493050,3713,3101,"1981-06-25 01:00:00",2004,7480
"Eli Manning","QB","NYG",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267880485527544,1,,,0.8,,36.8837857142857,23.7878571428571,64.480537,13.0959285714286,0.871891266628109,2.10196645459803,293.478716020821,0,0,0,0,0,0,0,,0,0,0,0,0,0,1.07571428571429,0,3.462001156738,1.97510316368638,0.506172839506173,0,"ACT",6760,"MannEl00",493004,3707,3060,"1981-01-03 00:00:00",2004,7391
"Jerricho Cotchery","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,,,,,0,,0,"ACT",6867,"CotcJe00",492915,3715,3105,"1982-06-16 01:00:00",2004,7498
"Luke McCown","QB","NO",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,0.181512605042017,0.144164332399627,86.5591397849462,0.0373482726423903,0,0,2.20107142857143,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"UFA",6865,"McCoLu00",493008,3714,,"1981-07-12 01:00:00",2004,7496
"Josh Scobee","K","FA",,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",6896,"ScobJo44",493053,3716,3111,"1982-06-23 01:00:00",2004,7527
"Larry Fitzgerald","WR","ARI",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626517273576097,1,0,0,0,0,0,0,0,0,0,0,0,5.53814285714286,,,,0.3,0.506428571428571,64.4581839213418,,0,0,0,0,0,0,0,0,0.0309659090909091,0,0,0,"ACT",6762,"FitzLa00",492934,3708,3061,"1983-08-31 01:00:00",2004,7393
"Ben Roethlisberger","QB","PIT",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340071428571429,1,,,0.6,,38.2989285714286,25.0017857142857,65.2602954285714,13.2971428571429,1.00757663389242,1.79814921920185,286.458762290341,0,0,0,0,0,0,0,,0,0,0,0,0,0,1.62657142857143,0.0285714285714286,3.65604395604396,2.23012379642366,0,0,"ACT",6770,"RoetBe00",493043,3710,3066,"1982-03-02 00:00:00",2004,7401
"Philip Rivers","QB","SD",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206816059757236,1,,,0.7,,38.2825,25.0735714285714,65.4745436428571,13.2089285714286,0.930595720069404,1.85471370734529,285.328571428571,0,0,0,0,0,0,0,,0,0,0,0,0,0,1.3455,0.190283400809717,3.53198380566802,2.6,0,0,"ACT",6763,"RivePh00",493041,3709,3062,"1981-12-08 00:00:00",2004,7394
"Benjamin Watson","TE","BAL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",6791,"WatsBe00",493107,3712,3085,"1980-12-18 00:00:00",2004,7422
"John Kuhn","RB","NO",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.164214285714286,0,0,0,0,0,1.67171775592828,,0,1.25942228335626,,,,0,0.281285714285714,0.0233571428571429,1.15887796414112,0,0,0,"ACT",7695,"KuhnJo00",553458,3772,2723,"1982-09-09 01:00:00",2006,8590
"Shaun Suisham","K","FA",,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",7527,"SuisSh44",553825,3615,3178,,,8160
"Nick Novak","K","HOU",9,0,0,0,0,0,0,0,0,1.19292857142857,0,,0.360211797802983,0.360211797802983,0.317595790964416,0.154909184858189,1.60506706408346,0.248733233979136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87678571428571,"ACT",7505,"NovaNi44",417825,3617,3175,,,8144
"Josh Cribbs","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,,,,,0,,0,"UFA",7448,"CribJo01",553367,4730,,"1983-06-09 01:00:00",2005,8072
"Robbie Gould","K","FA",,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",7520,"GoulRo44",553121,3637,3177,"1982-12-06 00:00:00",2005,8153
"Lance Moore","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",7544,"MoorLa00",417185,3635,2588,"1983-08-31 01:00:00",2005,8178
"Nate Washington","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",7492,"WashNa00",553478,3685,2569,"1983-08-28 01:00:00",2005,8117
"Alex Smith","QB","KC",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169467787114846,1,,,0.4,,29.7122857142857,19.4302142857143,65.3922745,10.2820714285714,0.635916714864083,1.08409485251591,212.128687102371,0,0,0,0,0,0,0,,0,0,0,0,0,0,4.64228571428571,0.1,25.8757663389242,2.78995873452545,0,0,"ACT",7177,"SmitAl03",552642,3676,2471,"1984-05-07 01:00:00",2005,7813
"Ronnie Brown","RB","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,0,"UFA",7178,"BrowRo05",407235,4716,,"1981-12-12 00:00:00",2005,7814
"Aaron Rodgers","QB","GB",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,,,0.6,,36.1471428571429,22.9405714285714,63.5429049285714,13.2065714285714,0.618276460381723,1.68039329091961,257.414574898785,0,0,0,0,0,0,0,,0,0,0,0,0,0,3.10135714285714,0.124571428571429,15.6004626951995,2.73012379642366,0,0,"ACT",7200,"RodgAa00",419780,3652,2480,"1983-12-02 00:00:00",2005,7836
"Roddy White","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",7203,"WhitRo00",523103,3636,2482,"1981-11-02 00:00:00",2005,7839
"Mike Nugent","K","CIN",9,0,0,0,0,0,0,0,0,1.19785714285714,0,,0.295715978928885,0.333181738366989,0.416477172958736,0.129125109745391,1.95886736214605,0.353800298062593,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29835714285714,"UFA",7223,"NugeMi44",552599,3628,3166,"1982-03-02 00:00:00",2005,7859
"Vincent Jackson","WR","TB",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.26464285714286,,,,0.1,0.228714285714286,48.7223828802776,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",7237,"JackVi00",541651,3686,2490,"1983-01-14 00:00:00",2005,7873
"Frank Gore","RB","IND",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16265172735761,1,0,0,0,0,0,0,0,0,0,0,0,1.83421428571429,0,0,0,0,0.0754285714285714,13.9323308270677,,0,0,,,,0.1,13.905,0.247928571428571,49.7197223828803,0,0,0,"ACT",7241,"GoreFr00",411568,3622,2491,"1983-05-14 01:00:00",2005,7877
"Darren Sproles","RB","PHI",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321195144724557,1,0,0,0,0,0,0,0,0,0,0,0,3.263,0,0,0,0,0.0806428571428572,25.0443609022556,,0,33.9459422283356,,,,0,4.57021428571429,0.147928571428571,19.351012145749,0,0,0,"ACT",7306,"SproDa00",421419,3633,2513,"1983-06-20 01:00:00",2005,7942
"Dan Orlovsky","QB","DET",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,1.9218487394958,1.05331465919701,67.3989000933707,0.868534080298786,0.0305322128851541,0.0305322128851541,9.72042857142857,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"UFA",7321,"OrloDa00",418053,3631,,"1983-08-18 01:00:00",2005,7957
"Derek Anderson","QB","CAR",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,0.235760971055089,0.167880485527544,77.3731941176471,0.0678804855275444,0,0,4.83814285714286,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.183193277310924,0,-0.0915966386554622,0,0,0,"ACT",7389,"AndeDe00",405598,3627,2534,"1983-06-15 01:00:00",2005,8025
"Matt Cassel","QB","TEN",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305322128851541,1,,,0,,1.52446311858077,0.842763772175537,60.5536970121382,0.681699346405229,0.0610644257703081,0.0305322128851541,8.52742857142857,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.203641456582633,0,0.975630252100841,0.224896836313618,0,0,"ACT",7406,"CassMa00",552470,3616,2541,"1982-05-17 01:00:00",2005,8042
"Ryan Fitzpatrick","QB","NYJ",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13734827264239,1,,,0.5,,34.7306428571429,20.4682142857143,58.9427586428571,14.2624285714286,1.04002313475998,1.46495083863505,234.903296703297,0,0,0,0,0,0,0,,0,0,0,0,0,0,3.70892857142857,0.1,16.1624638519375,1.8,0,0,"ACT",7426,"FitzRy00",547043,3630,2548,"1982-11-24 00:00:00",2005,8062
"Daniel Fells","TE","NYG",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.434938101788171,,,,0,0,5.15460797799175,,0,0,0,0,0,0,0,0,0,0,0,0,"ACT",8028,"FellDa00",433568,3634,2706,"1983-09-23 01:00:00",2006,8532
"Matt Prater","K","DET",10,0,0,0,0,0,0,0,0,2.08564285714286,0,,0.551289727126806,0.68782102728732,0.619555377207063,0.324243514128933,2.05633383010432,0.248733233979136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61992857142857,"ACT",8565,"PratMa44",1109832,3679,3192,"1984-08-10 01:00:00",2006,8930
"Fred Jackson","RB","SEA",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,"ACT",8063,"JackFr02",1102782,3875,2836,"1981-02-20 00:00:00",2006,8934
"Reggie Bush","RB","BUF",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626517273576097,1,0,0,0,0,0,0,0,0,0,0,0,1.09985714285714,0,0,0,0,0.0233571428571429,8.21145170618855,,0,32.250894085282,,,,0,4.53792857142857,0.123357142857143,15.4871602082128,0,0,0,"ACT",7751,"BushRe00",407605,3660,2604,"1985-03-02 00:00:00",2006,8243
"Santonio Holmes","WR","FA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,,,,,0,,0,"CUT",7774,"HolmSa00",413021,4718,2610,"1984-03-03 00:00:00",2006,8266
"Kellen Clemens","QB","SD",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,0.393650793650794,0.227357609710551,61.3646125116713,0.166293183940243,0,0.0305322128851541,4.773,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.173109243697479,0,0.163025210084034,0,0,0,"ACT",7798,"ClemKe00",408416,3638,,"1983-06-06 01:00:00",2006,8290
"Devin Hester","WR","BAL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,1.00815500289184,,0.1,52.8030261348005,0,0,0,0,0,0,0,0,0,0,"ACT",7806,"HestDe00",412717,3674,8354,"1982-11-04 01:00:00",2006,8298
"Stephen Gostkowski","K","NE",9,0,0,0,0,0,0,0,0,1.992,0,,0.590800991318074,0.639148855594723,0.76056810418311,0.153619270687834,2.20253353204173,0.148733233979136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90542857142857,"ACT",7867,"GostSt44",411579,3642,3180,"1984-01-28 00:00:00",2006,8359
"Eric Weems","WR","ATL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.209196067090804,,0,41.4848693259972,0,0,0,0,0,0,0.0619318181818182,0,0,0,"ACT",8609,"WeemEr01",1221953,3700,,"1985-07-04 01:00:00",2007,9383
